"conc_r","conc_c","response","synergy_zip","synergy_loewe","synergy_bliss","synergy_hsa","block_id","drug_row","drug_col","conc_r_unit","conc_c_unit"
10,0.0641667,43.396,-7.793,6.708,7.997,9.311,2,"5-FU","AZD1775","uM","uM"
0,0.08,5.038,0,0,0,0,2,"5-FU","AZD1775","uM","uM"
0.1166667,0.08,5.033,0.878,-0.237,0.317,0.314,2,"5-FU","AZD1775","uM","uM"
0.2333333,0.08,5.961,1.522,-0.198,1.035,1.047,2,"5-FU","AZD1775","uM","uM"
0.35,0.08,8.421,2.581,1.131,3.308,3.383,2,"5-FU","AZD1775","uM","uM"
0.5933333,0.08,16.524,8.402,8.021,11.287,11.525,2,"5-FU","AZD1775","uM","uM"
0.8366667,0.08,24.139,13.062,13.947,18.706,19.293,2,"5-FU","AZD1775","uM","uM"
1.08,0.08,29.161,14.762,16.401,22.903,24.122,2,"5-FU","AZD1775","uM","uM"
1.8033333,0.08,32.909,13.75,16.235,23.781,26.006,2,"5-FU","AZD1775","uM","uM"
2.5266667,0.08,34.211,9.406,12.576,21.194,24.572,2,"5-FU","AZD1775","uM","uM"
3.25,0.08,34.748,2.915,7.845,16.919,21.279,2,"5-FU","AZD1775","uM","uM"
5.5,0.08,38.051,-1.189,8.415,13.755,18.385,2,"5-FU","AZD1775","uM","uM"
7.75,0.08,42.083,-6.465,9.282,10.997,15.143,2,"5-FU","AZD1775","uM","uM"
10,0.08,46.143,-12,9.355,8.542,11.853,2,"5-FU","AZD1775","uM","uM"
0,0.12,11.858,0.151,0.237,0.123,0.114,2,"5-FU","AZD1775","uM","uM"
0.1166667,0.12,13.11,2.727,1.683,2.117,2.11,2,"5-FU","AZD1775","uM","uM"
0.2333333,0.12,16.036,5.642,3.993,4.994,4.996,2,"5-FU","AZD1775","uM","uM"
0.35,0.12,20.901,9.291,7.949,9.719,9.761,2,"5-FU","AZD1775","uM","uM"
0.5933333,0.12,28.306,14.297,14.207,16.99,17.166,2,"5-FU","AZD1775","uM","uM"
0.8366667,0.12,35.58,18.526,20.051,23.995,24.544,2,"5-FU","AZD1775","uM","uM"
1.08,0.12,40.391,20.154,22.828,27.791,29.165,2,"5-FU","AZD1775","uM","uM"
1.8033333,0.12,42.305,18.627,21.781,27.231,30.015,2,"5-FU","AZD1775","uM","uM"
2.5266667,0.12,42.011,14.333,18.001,23.307,27.915,2,"5-FU","AZD1775","uM","uM"
3.25,0.12,41.759,8.752,14.56,18.383,24.879,2,"5-FU","AZD1775","uM","uM"
5.5,0.12,43.629,3.582,14.232,14.407,22.48,2,"5-FU","AZD1775","uM","uM"
7.75,0.12,46.941,-1.573,15.376,11.401,20.527,2,"5-FU","AZD1775","uM","uM"
10,0.12,50.632,-5.737,16.05,8.912,18.664,2,"5-FU","AZD1775","uM","uM"
0,0.16,21.044,0.244,0.312,0.186,0.175,2,"5-FU","AZD1775","uM","uM"
0.1166667,0.16,24.273,4.919,3.586,3.995,3.996,2,"5-FU","AZD1775","uM","uM"
0.2333333,0.16,29.658,10.82,8.552,9.373,9.386,2,"5-FU","AZD1775","uM","uM"
0.35,0.16,36.324,16.77,14.643,16.035,16.062,2,"5-FU","AZD1775","uM","uM"
0.5933333,0.16,43.706,21.386,20.887,23.229,23.318,2,"5-FU","AZD1775","uM","uM"
0.8366667,0.16,50.851,25.025,27.014,30.108,30.489,2,"5-FU","AZD1775","uM","uM"
1.08,0.16,55.366,26.651,30.432,33.76,35.012,2,"5-FU","AZD1775","uM","uM"
1.8033333,0.16,54.937,24.584,28.022,31.053,34.09,2,"5-FU","AZD1775","uM","uM"
2.5266667,0.16,52.094,20.619,23.438,24.953,30.466,2,"5-FU","AZD1775","uM","uM"
3.25,0.16,50.087,16.04,20.286,18.816,27.195,2,"5-FU","AZD1775","uM","uM"
5.5,0.16,50.9,10.847,19.784,14.347,25.782,2,"5-FU","AZD1775","uM","uM"
7.75,0.16,53.49,6.321,21.515,11.274,25.825,2,"5-FU","AZD1775","uM","uM"
10,0.16,56.563,2.792,22.776,8.845,25.493,2,"5-FU","AZD1775","uM","uM"
0,0.2,32.502,0,0,0,0,2,"5-FU","AZD1775","uM","uM"
0.1166667,0.2,37.911,6.341,4.439,5.142,5.17,2,"5-FU","AZD1775","uM","uM"
0.2333333,0.2,44.752,14.074,10.554,11.87,11.915,2,"5-FU","AZD1775","uM","uM"
0.35,0.2,52.203,21.882,17.82,19.648,19.701,2,"5-FU","AZD1775","uM","uM"
0.5933333,0.2,58.949,25.235,22.885,26.02,26.047,2,"5-FU","AZD1775","uM","uM"
0.8366667,0.2,65.68,28.26,28.911,32.603,32.793,2,"5-FU","AZD1775","uM","uM"
1.08,0.2,70.747,30.616,34.168,37.378,38.245,2,"5-FU","AZD1775","uM","uM"
1.8033333,0.2,67.47,27.297,29.126,31.773,34.673,2,"5-FU","AZD1775","uM","uM"
2.5266667,0.2,62.649,23.684,23.813,24.188,29.87,2,"5-FU","AZD1775","uM","uM"
3.25,0.2,58.837,20.69,20.956,17.243,26.335,2,"5-FU","AZD1775","uM","uM"
5.5,0.2,59.446,15.421,20.303,13.023,25.94,2,"5-FU","AZD1775","uM","uM"
7.75,0.2,61.416,11.658,22.579,10.17,27.538,2,"5-FU","AZD1775","uM","uM"
10,0.2,63.684,9.371,25.627,8.036,29.393,2,"5-FU","AZD1775","uM","uM"
0,0.3,49.188,0.928,0.954,0.724,0.76,2,"5-FU","AZD1775","uM","uM"
0.1166667,0.3,53.948,6.608,4.001,5.341,5.404,2,"5-FU","AZD1775","uM","uM"
0.2333333,0.3,59.905,13.434,8.251,11.293,11.366,2,"5-FU","AZD1775","uM","uM"
0.35,0.3,66.009,19.478,12.944,17.579,17.629,2,"5-FU","AZD1775","uM","uM"
0.5933333,0.3,71.51,22.949,17.074,23.09,23.112,2,"5-FU","AZD1775","uM","uM"
0.8366667,0.3,76.209,24.917,21.007,27.689,27.87,2,"5-FU","AZD1775","uM","uM"
1.08,0.3,78.591,25.428,23.047,29.557,30.441,2,"5-FU","AZD1775","uM","uM"
1.8033333,0.3,76.675,23.4,20.519,26.161,28.646,2,"5-FU","AZD1775","uM","uM"
2.5266667,0.3,72.886,20.503,16.654,20.258,25.121,2,"5-FU","AZD1775","uM","uM"
3.25,0.3,69.967,17.526,14.144,14.644,22.535,2,"5-FU","AZD1775","uM","uM"
5.5,0.3,69.438,14.039,13.59,10.621,22.079,2,"5-FU","AZD1775","uM","uM"
7.75,0.3,70.367,11.055,14.814,7.868,23.116,2,"5-FU","AZD1775","uM","uM"
10,0.3,71.665,8.284,15.696,5.738,23.592,2,"5-FU","AZD1775","uM","uM"
0,0.4,66.13,0.948,1.086,0.756,0.807,2,"5-FU","AZD1775","uM","uM"
0.1166667,0.4,69.976,5.439,2.015,4.357,4.433,2,"5-FU","AZD1775","uM","uM"
0.2333333,0.4,74.038,10.354,3.025,8.604,8.687,2,"5-FU","AZD1775","uM","uM"
0.35,0.4,78.17,14.454,4.44,12.88,12.941,2,"5-FU","AZD1775","uM","uM"
0.5933333,0.4,81.54,16.829,6.326,16.52,16.542,2,"5-FU","AZD1775","uM","uM"
0.8366667,0.4,83.797,17.401,7.546,18.702,18.856,2,"5-FU","AZD1775","uM","uM"
1.08,0.4,84.52,16.653,7.414,18.867,19.546,2,"5-FU","AZD1775","uM","uM"
1.8033333,0.4,83.669,15.281,6.354,17.232,18.951,2,"5-FU","AZD1775","uM","uM"
2.5266667,0.4,81.847,13.14,4.373,14.003,17.284,2,"5-FU","AZD1775","uM","uM"
3.25,0.4,80.185,10.636,2.543,10.299,15.687,2,"5-FU","AZD1775","uM","uM"
5.5,0.4,79.337,8.526,1.974,7.184,15.189,2,"5-FU","AZD1775","uM","uM"
7.75,0.4,79.409,6.49,1.969,4.761,15.216,2,"5-FU","AZD1775","uM","uM"
10,0.4,79.814,4.221,1.871,2.842,14.977,2,"5-FU","AZD1775","uM","uM"
0,0.5,80.812,0,0,0,0,2,"5-FU","AZD1775","uM","uM"
0.1166667,0.5,83.263,3.271,-1.309,2.492,2.497,2,"5-FU","AZD1775","uM","uM"
0.2333333,0.5,85.731,6.491,-3.069,5.133,5.143,2,"5-FU","AZD1775","uM","uM"
0.35,0.5,88.324,8.888,-4.798,7.498,7.513,2,"5-FU","AZD1775","uM","uM"
0.5933333,0.5,89.709,10.031,-4.688,9.488,9.398,2,"5-FU","AZD1775","uM","uM"
0.8366667,0.5,90.191,9.414,-5.604,9.912,9.86,2,"5-FU","AZD1775","uM","uM"
1.08,0.5,89.767,7.464,-7.797,8.709,8.955,2,"5-FU","AZD1775","uM","uM"
1.8033333,0.5,89.763,6.86,-7.569,8.717,9.473,2,"5-FU","AZD1775","uM","uM"
2.5266667,0.5,89.294,5.287,-8.408,7.471,9.003,2,"5-FU","AZD1775","uM","uM"
3.25,0.5,88.719,2.953,-10.036,5.323,7.908,2,"5-FU","AZD1775","uM","uM"
5.5,0.5,87.748,2.214,-10.148,3.34,7.728,2,"5-FU","AZD1775","uM","uM"
7.75,0.5,87.338,1.09,-10.699,1.49,7.284,2,"5-FU","AZD1775","uM","uM"
10,0.5,87.253,-0.584,-11.66,-0.139,6.441,2,"5-FU","AZD1775","uM","uM"
0,0,-0.001,0,0,0,0,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,0,2.667,-0.133,-0.407,-0.501,-0.453,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,0,6.24,-0.125,-0.444,-0.513,-0.515,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,0,10.364,0,0,0,0,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,0,13.549,-1.091,-1.327,-1.469,-1.116,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,0,18.362,-1.156,-1.348,-1.488,-1.109,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,0,25.198,0,0,0,0,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,0,33.109,0.001,0.368,0.154,0.695,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,0,41.498,0.113,0.468,0.249,0.767,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,0,49.658,0,0,0,0,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,0,59.628,1.094,1.265,1.118,1.293,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,0,67.912,1.021,1.182,1.049,1.247,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,0,73.922,0,0,0,0,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,0.8333333,9.036,-0.309,-0.555,-0.737,-0.442,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,0.8333333,9.14,-1.58,-2.524,-3.266,-2.202,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,0.8333333,9.839,-3.049,-4.585,-5.83,-3.951,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,0.8333333,11.468,-4.49,-6.002,-7.723,-4.808,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,0.8333333,14.463,-5.744,-6.525,-8.705,-4.524,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,0.8333333,19.762,-5.777,-5.296,-7.831,-2.531,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,0.8333333,27.89,-3.968,-2.194,-5.003,0.988,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,0.8333333,38.512,-0.767,1.966,-1.128,5.158,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,0.8333333,50.157,2.988,6.134,2.91,8.843,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,0.8333333,61.112,5.948,9.041,5.889,11.045,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,0.8333333,70.608,7.426,10.272,7.277,11.698,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,0.8333333,77.778,7.125,9.531,6.83,10.463,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,0.8333333,82.508,5.822,7.734,5.37,8.13,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,1.6666667,19.864,-0.313,-0.614,-0.762,-0.528,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,1.6666667,17.351,-2.894,-4.438,-5.618,-3.937,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,1.6666667,14.194,-6.242,-9.213,-11.55,-8.071,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,1.6666667,12.916,-9.298,-12.629,-16.057,-10.451,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,1.6666667,15.524,-11.031,-12.436,-16.713,-8.706,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,1.6666667,21.26,-11.322,-9.829,-14.871,-4.321,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,1.6666667,30.51,-8.823,-4.788,-10.519,1.924,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,1.6666667,44.391,-1.83,3.768,-2.412,10.209,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,1.6666667,60.178,6.79,13.216,6.727,18.57,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,1.6666667,73.953,13.289,19.875,13.33,23.966,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,1.6666667,82.542,15.034,20.922,14.821,23.833,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,1.6666667,87.711,13.99,18.846,13.394,20.625,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,1.6666667,90.783,11.923,15.838,11.013,16.556,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,2.5,30.524,0,0,0,0,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,2.5,25.624,-3.685,-5.195,-6.634,-4.644,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,2.5,19.975,-8.276,-11.578,-14.671,-10.207,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,2.5,16.106,-12.638,-17.003,-21.758,-14.368,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,2.5,19.282,-14.188,-15.11,-20.949,-10.387,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,2.5,25.163,-14.575,-11.466,-18.417,-4.212,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,2.5,34.026,-12.585,-6.031,-14.135,3.49,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,2.5,50.72,-1.82,6.401,-2.244,15.251,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,2.5,69.164,10.341,19.562,10.411,27.09,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,2.5,85.632,20.225,29.903,20.416,35.85,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,2.5,91.907,20.889,29.315,20.616,33.696,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,2.5,95.236,19.009,25.968,18.192,28.634,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,2.5,97.196,16.473,22.155,15.199,23.194,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,3.3333333,35.317,-0.687,-0.857,-0.967,-0.839,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,3.3333333,32.351,-3.877,-4.61,-6.178,-4.074,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,3.3333333,28.051,-8.092,-9.402,-12.706,-8.038,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,3.3333333,25.696,-11.712,-12.556,-17.568,-9.875,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,3.3333333,27.781,-13.284,-11.514,-17.965,-6.876,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,3.3333333,33.55,-12.721,-7.478,-15.257,-0.519,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,3.3333333,43.325,-8.597,-0.399,-9.401,8.45,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,3.3333333,58.146,0.872,10.794,0.874,20.145,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,3.3333333,74.812,12.165,22.892,12.3,31.789,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,3.3333333,88.555,20.417,31.17,20.366,38.899,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,3.3333333,95.691,22.358,32.158,21.922,38.029,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,3.3333333,98.542,20.437,28.851,19.574,32.469,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,3.3333333,99.413,17.191,24.283,15.994,25.844,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,4.1666667,39.612,-0.68,-0.798,-0.903,-0.781,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,4.1666667,38.766,-3.028,-2.51,-4.031,-2.072,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,4.1666667,37.134,-6.188,-4.587,-7.759,-3.486,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,4.1666667,36.618,-8.769,-5.57,-10.408,-3.41,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,4.1666667,38.748,-9.484,-4.352,-10.751,-0.642,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,4.1666667,44.044,-7.986,-0.515,-8.334,4.953,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,4.1666667,52.958,-3.457,6.201,-2.923,13.352,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,4.1666667,65.392,4.545,15.47,5.156,24.145,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,4.1666667,79,13.678,25.05,13.857,34.627,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,4.1666667,90.213,20.205,31.395,19.902,40.653,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,4.1666667,96.59,21.596,32.122,21.063,39.355,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,4.1666667,98.93,19.273,28.675,18.547,33.078,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,4.1666667,99.244,15.665,23.81,14.712,25.67,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,5,44.333,0,0,0,0,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,5,45.591,-1.255,0.399,-0.984,0.696,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,5,46.45,-2.994,0.889,-2.048,1.625,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,5,47.603,-4.485,1.853,-2.662,3.259,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,5,50.014,-4.036,3.346,-2.753,5.936,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,5,54.425,-2.223,6.516,-1.036,10.39,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,5,61.59,1.497,11.957,3.076,17.198,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,5,71.81,8.061,19.334,9.004,26.97,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,5,82.917,15.202,26.921,15.483,36.546,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,5,92.248,20.456,32.049,20.106,42.443,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,5,97.103,20.233,31.6,20.003,39.696,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,5,98.57,17.191,27.611,16.896,32.524,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,5,98.141,13.114,22.207,12.565,24.136,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,6.6666667,49.3,0.072,0.493,0.473,0.463,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,6.6666667,52.633,0.863,3.171,1.884,3.369,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,6.6666667,55.873,1.405,6.104,3.362,6.618,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,6.6666667,58.586,1.882,8.574,4.307,9.587,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,6.6666667,60.898,2.719,10.273,4.47,12.067,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,6.6666667,63.972,4.21,12.345,5.047,15.184,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,6.6666667,69.314,6.981,16.175,7.386,20.566,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,6.6666667,77.378,11.318,21.962,11.66,28.644,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,6.6666667,86.464,15.947,28.051,16.501,36.887,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,6.6666667,93.915,18.785,31.719,19.53,41.291,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,6.6666667,97.878,18.235,31.056,19.009,39.103,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,6.6666667,98.865,15.312,27.137,15.797,32.422,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,6.6666667,98.571,11.865,22.362,11.887,25.033,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,8.3333333,53.949,0.086,0.495,0.469,0.469,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,8.3333333,59.382,3.077,5.362,4.149,5.524,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,8.3333333,65.095,6.293,10.847,8.262,11.266,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,8.3333333,69.401,8.769,14.974,10.927,15.755,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,8.3333333,71.076,9.813,16.239,10.709,17.512,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,8.3333333,72.197,10.464,16.596,9.562,18.653,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,8.3333333,75.365,11.788,18.547,9.945,22.008,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,8.3333333,81.955,14.056,23.353,13.131,29,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,8.3333333,89.888,16.409,28.859,17.217,36.669,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,8.3333333,96.271,17.47,32.031,19.545,40.772,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,8.3333333,99.173,16.349,30.885,18.39,38.548,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,8.3333333,99.507,13.596,26.854,14.919,32.246,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,8.3333333,98.941,10.521,22.255,11.053,25.396,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,10,58.051,0,0,0,0,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,10,65.394,5.147,6.841,5.713,6.989,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
