"conc_r","conc_c","response","synergy_zip","synergy_loewe","synergy_bliss","synergy_hsa","block_id","drug_row","drug_col","conc_r_unit","conc_c_unit"
0.0003,10,73.102,10.741,14.408,11.981,14.761,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,10,79.326,15.277,20.569,16.74,21.202,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,10,79.797,16.045,20.781,15.541,21.658,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,10,79.222,15.739,19.655,12.944,21.022,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,10,80.015,15.555,19.525,11.246,21.888,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,10,85.95,16.171,24.11,14.085,28.619,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,10,93.001,16.839,29.283,17.653,35.981,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,10,98.907,16.708,32.648,19.883,40.715,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,10,100.396,14.927,30.535,17.701,37.671,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,10,100.015,12.119,26.276,13.876,31.586,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,10,98.993,9.115,21.618,9.86,24.984,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,13.3333333,62.872,0.638,0.639,0.652,0.639,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,13.3333333,70.565,6.93,7.775,6.738,7.89,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,13.3333333,78.63,13.934,15.753,13.504,15.997,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,13.3333333,84.424,19.044,21.572,18.014,21.959,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,13.3333333,86.047,20.497,23.077,18.162,23.632,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,13.3333333,85.695,19.669,22.352,15.999,23.289,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,13.3333333,86.442,18.43,22.43,14.484,24.275,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,13.3333333,90.122,17.649,25.1,15.402,28.556,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,13.3333333,95.149,17.039,28.649,17.296,33.861,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,13.3333333,99.168,15.915,30.509,17.994,36.829,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,13.3333333,100.604,13.846,29.007,16.113,35.206,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,13.3333333,100.274,11.133,25.386,12.677,30.663,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,13.3333333,99.432,8.492,21.442,9.172,25.591,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,16.6666667,66.611,0.553,0.556,0.582,0.557,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,16.6666667,74.522,7.997,7.943,6.98,8.017,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,16.6666667,82.704,16.391,16.133,14.036,16.272,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,16.6666667,88.661,22.428,22.191,18.873,22.399,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,16.6666667,90.746,23.719,24.242,19.642,24.557,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,16.6666667,90.805,22.129,24.033,18.073,24.641,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,16.6666667,91.338,19.966,24.063,16.569,25.364,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,16.6666667,93.566,18.37,25.567,16.311,28.03,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,16.6666667,96.709,17.022,27.588,16.63,31.307,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,16.6666667,99.284,15.346,28.426,16.213,33.092,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,16.6666667,100.373,13.091,27.092,14.309,32.273,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,16.6666667,100.199,10.466,24.152,11.318,29.377,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,16.6666667,99.524,8.011,20.841,8.252,25.71,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,20,69.248,0,0,0,0,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00015,20,77.349,8.527,7.746,6.794,7.779,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0003,20,85.596,17.798,16.05,14.029,16.113,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.00045,20,92.19,25.131,22.755,19.592,22.863,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0009667,20,93.921,25.313,24.468,20.095,24.628,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0014833,20,94.092,23.086,24.412,18.777,24.759,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.002,20,94.341,20.267,24.219,17.205,25.006,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0043333,20,95.873,18.528,25.277,16.47,26.959,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0066667,20,97.854,16.882,26.443,15.911,29.047,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.009,20,99.484,14.976,26.761,14.86,30.132,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0193333,20,100.135,12.632,25.366,12.84,29.712,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.0296667,20,99.944,10.073,22.848,10.11,27.888,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0.04,20,99.309,7.658,19.953,7.275,25.299,7641,"Acetyl-DL-carnitine","SORAFENIB","uM","uM"
0,0,-31.605,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0,-40.226,-0.202,-0.939,0.611,0.415,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0,-49.432,-0.167,-0.816,0.654,0.407,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0,-55.447,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0,-45.622,-0.347,-1.532,0.328,0.556,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0,-33.004,-0.344,-1.502,0.234,0.516,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0,-21.491,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0,-15.716,-0.231,-0.742,-0.425,0.22,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0,-12.339,-0.22,-0.698,-0.346,0.255,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0,-11.738,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0,-17.359,-0.286,-1.105,-0.173,0.047,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0,-23.915,-0.299,-1.184,-0.223,0.016,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0,-27.784,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0,-23.156,-0.412,-1.467,-0.238,-0.032,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0,-15.347,-0.409,-1.422,-0.207,-0.051,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0,-7.083,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0000651,-29.119,-0.418,-1.631,0.279,0.486,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0000651,-33.172,-1.504,-6.525,1.949,2.241,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0000651,-37.241,-2.513,-10.999,3.146,3.786,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0000651,-38.178,-3.401,-14.626,3.091,4.719,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0000651,-32.647,-4.146,-17.319,1.753,5.006,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0000651,-24.33,-4.567,-18.364,-0.488,4.548,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0000651,-16.633,-4.724,-18.235,-2.574,3.793,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0000651,-11.437,-4.859,-18.148,-3.726,3.327,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0000651,-8.629,-4.906,-17.952,-3.912,2.991,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0000651,-9.379,-4.994,-18.164,-3.857,2.501,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0000651,-14.833,-5.327,-19.507,-4.214,1.847,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0000651,-21.542,-5.631,-20.767,-4.639,1.252,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0000651,-24.553,-5.744,-21.051,-4.7,1.062,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0000651,-20.704,-5.751,-20.609,-4.389,1.374,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.0000651,-12.538,-5.407,-18.771,-3.701,2.033,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0000651,-3.913,-4.746,-16.009,-2.95,2.809,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0001303,-25.934,-0.375,-1.447,0.323,0.455,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0001303,-24.554,-2.348,-10.523,3.415,3.747,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0001303,-21.338,-4.646,-20.84,6.432,7.371,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0001303,-17.925,-6.71,-29.429,7.149,9.773,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0001303,-16.222,-7.938,-33.549,3.752,9.684,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0001303,-14.493,-8.821,-35.534,-1.575,8.424,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0001303,-11.892,-9.462,-36.501,-6.094,7.076,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0001303,-8.549,-9.547,-35.759,-8.031,5.875,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0001303,-6.056,-9.587,-35.123,-8.228,5.176,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0001303,-6.869,-9.902,-35.858,-8.174,4.487,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0001303,-12.651,-10.423,-38.024,-8.966,2.934,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0001303,-19.52,-11.159,-41.087,-9.958,1.56,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0001303,-22.345,-11.672,-42.831,-10.249,1.232,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0001303,-18.074,-11.325,-40.549,-9.3,2.112,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.0001303,-9.18,-10.57,-36.475,-7.679,3.875,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0001303,0.138,-9.534,-31.891,-6.147,5.575,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0001954,-21.063,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0001954,-14.755,-2.619,-12.526,4.4,4.625,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0001954,-6.449,-5.758,-26.977,8.779,9.708,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0001954,0.935,-8.956,-40.415,10.815,13.622,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0001954,-1.753,-10.297,-44.322,4.836,12.396,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0001954,-5.356,-11.651,-47.165,-3.135,10.213,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0001954,-7.622,-13.016,-50.054,-10.246,8.323,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0001954,-6.215,-12.905,-48.401,-12.586,6.177,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0001954,-4.37,-12.955,-47.688,-12.971,5.081,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0001954,-4.186,-13.546,-48.987,-12.645,4.677,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0001954,-11.062,-14.156,-51.604,-14.048,1.988,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0001954,-18.013,-15.261,-55.873,-15.291,0.125,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0001954,-21.308,-16.367,-59.829,-15.799,-0.151,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0001954,-15.651,-15.422,-54.847,-14.084,1.342,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.0001954,-5.981,-14.304,-49.169,-11.765,4.131,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0001954,4.502,-13.188,-43.9,-9.427,7.174,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0003907,-9.666,-0.105,-1.13,0.806,0.713,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0003907,-3.682,-2.404,-12.815,4.724,4.878,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0003907,4.305,-5.203,-26.58,8.477,9.509,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0003907,9.3,-7.992,-38.471,8.883,12.295,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0003907,7.383,-10.206,-45.228,3.537,11.482,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0003907,2.212,-12.124,-49.254,-4.741,8.777,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0003907,-2.078,-13.542,-51.835,-12.132,5.906,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0003907,-3.768,-14.01,-52.39,-16.27,3.4,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0003907,-4.41,-14.213,-52.93,-18.015,1.577,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0003907,-6.292,-14.741,-54.582,-18.715,0.054,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0003907,-10.822,-15.647,-57.144,-19.28,-1.849,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0003907,-15.426,-16.798,-60.255,-19.564,-3.193,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0003907,-16.614,-17.466,-61.695,-19.18,-3.067,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0003907,-12.003,-16.837,-58.543,-17.712,-1.16,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.0003907,-3.652,-15.497,-53.203,-15.681,1.912,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0003907,5.247,-13.782,-47.026,-13.585,4.789,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0005859,1.93,-0.062,-1.023,0.797,0.713,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0005859,7.023,-1.869,-11.254,4.073,4.164,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0005859,13.224,-3.844,-22.641,6.996,7.862,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0005859,16.565,-6.041,-32.611,6.776,9.82,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0005859,14.147,-8.744,-39.988,1.432,8.519,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0005859,8.396,-11.227,-44.637,-6.671,5.203,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0005859,2.919,-12.899,-47.405,-14.169,1.692,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0005859,-0.402,-13.626,-49.435,-19.039,-0.898,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0005859,-3.275,-13.846,-51.413,-22.039,-3.23,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0005859,-6.558,-14.267,-53.55,-23.611,-5.384,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0005859,-9.012,-15.389,-55.389,-23.203,-6.528,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0005859,-10.969,-16.597,-56.776,-22.135,-7.153,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0005859,-10.888,-17.093,-56.778,-21.041,-6.775,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0005859,-6.801,-16.44,-54.541,-19.81,-4.436,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.0005859,-0.222,-14.878,-50.332,-18.53,-1.205,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0005859,7.111,-12.899,-44.799,-16.969,1.777,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0007812,12.759,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0007812,16.784,-1.525,-9.175,2.599,2.609,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0007812,21.245,-2.971,-18.599,4.816,5.309,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0007812,24.02,-4.385,-26.437,4.95,6.973,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0007812,20.438,-7.569,-33.441,-0.893,4.842,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0007812,14.752,-10.282,-37.655,-8.504,1.369,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0007812,8.939,-12.058,-39.821,-15.747,-2.366,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0007812,6.377,-12.786,-42.422,-19.799,-3.973,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0007812,3.003,-12.925,-44.923,-22.999,-6.109,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0007812,-1.663,-13.029,-47.426,-25.574,-8.931,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0007812,-1.816,-14.497,-48.407,-23.846,-8.996,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0007812,-2.467,-15.773,-48.869,-22.052,-9.363,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0007812,-2.62,-16.198,-48.257,-20.799,-9.523,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0007812,1.514,-15.366,-46.729,-19.825,-6.586,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.0007812,6.781,-13.59,-43.559,-19.202,-3.254,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0007812,12.169,-11.373,-39.152,-18.566,-0.365,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0015625,24.416,0.021,-0.272,-0.131,-0.222,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0015625,26.062,-1.737,-8.104,0.814,0.762,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0015625,27.475,-3.559,-16.369,1.218,1.612,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0015625,27.742,-5.495,-23.336,-0.095,1.778,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0015625,25.858,-7.843,-28.331,-4.104,0.645,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0015625,22.861,-9.923,-31.05,-9.406,-1.212,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0015625,20.111,-11.316,-32.395,-14.226,-2.944,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0015625,18.564,-12.021,-33.681,-17.337,-3.852,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0015625,16.884,-12.34,-35.088,-19.326,-4.818,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0015625,14.63,-12.819,-36.602,-20.375,-6.162,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0015625,13.039,-13.899,-37.956,-19.867,-7.164,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0015625,11.666,-14.921,-38.866,-18.926,-8.074,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0015625,11.58,-15.131,-38.802,-18.149,-8.104,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0015625,14.31,-14.191,-37.525,-17.519,-6.134,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
