"conc_r","conc_c","response","synergy_zip","synergy_loewe","synergy_bliss","synergy_hsa","block_id","drug_row","drug_col","conc_r_unit","conc_c_unit"
1.875,0.0015625,18.737,-12.382,-34.935,-16.966,-3.167,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0015625,23.851,-10.365,-31.467,-16.055,-0.205,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0023437,35.941,-0.023,-0.38,-0.184,-0.272,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0023437,35.217,-2.29,-7.508,-0.811,-0.859,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0023437,33.257,-4.872,-15.279,-2.408,-2.049,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0023437,31.479,-7.244,-21.544,-4.732,-3.102,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0023437,31.551,-8.854,-24.397,-7.003,-3.01,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0023437,32.18,-9.975,-25.008,-9.513,-2.626,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0023437,32.75,-10.787,-24.813,-11.841,-2.294,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0023437,33.44,-11.349,-24.58,-13.217,-1.812,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0023437,34.448,-11.827,-24.271,-13.389,-1.144,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0023437,34.442,-12.464,-24.551,-13.114,-1.146,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0023437,31.498,-13.341,-26.54,-13.648,-2.954,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0023437,28.349,-14.129,-28.562,-14.117,-4.926,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0023437,27.35,-14.202,-29.257,-14.109,-5.533,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0023437,29.231,-13.076,-28.245,-13.797,-4.226,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.0023437,33.238,-11.185,-25.865,-13.149,-1.656,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0023437,37.806,-9.212,-22.981,-12.206,1.112,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.003125,47.028,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.003125,44.542,-2.741,-6.447,-1.651,-1.668,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.003125,40.547,-5.85,-13.5,-4.356,-4.08,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.003125,36.707,-8.693,-19.572,-7.619,-6.391,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.003125,39.139,-9.458,-20.002,-8.107,-4.792,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.003125,42.165,-9.798,-18.988,-8.735,-2.929,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.003125,44.913,-10.109,-17.624,-9.434,-1.309,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.003125,46.818,-10.498,-16.69,-9.656,-0.048,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.003125,49.575,-11.012,-15.324,-8.624,1.664,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.003125,52.354,-11.67,-13.982,-6.808,3.298,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.003125,47.41,-12.398,-17.072,-8.607,0.329,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.003125,43.239,-13.031,-19.713,-9.847,-2.259,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.003125,41.679,-13.172,-20.826,-10.159,-3.312,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.003125,43.206,-11.783,-19.888,-10.083,-2.285,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.003125,46.849,-9.859,-17.674,-9.464,-0.048,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.003125,51.267,-7.869,-14.942,-8.426,2.625,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.00625,55.079,-0.276,-0.145,-0.238,-0.283,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.00625,53.614,-2.884,-4.723,-1.526,-1.541,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.00625,50.746,-5.775,-9.475,-3.557,-3.294,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.00625,48.781,-8.022,-12.941,-5.546,-4.402,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.00625,49.833,-8.854,-13.662,-6.463,-3.661,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.00625,52.25,-8.925,-12.893,-7.012,-2.162,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.00625,54.479,-8.958,-11.906,-7.556,-0.822,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.00625,56.057,-9.251,-11.227,-7.844,0.171,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.00625,57.558,-9.781,-10.609,-7.471,1.093,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.00625,58.165,-10.392,-10.5,-6.899,1.439,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.00625,56.056,-10.921,-11.91,-7.254,0.168,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.00625,53.835,-11.219,-13.349,-7.562,-1.216,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.00625,53.269,-10.996,-13.778,-7.485,-1.635,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.00625,54.521,-9.953,-13.039,-7.341,-0.896,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.00625,57.076,-8.434,-11.474,-7.061,0.677,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.00625,59.693,-6.847,-9.801,-6.667,2.525,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.009375,62.277,-0.254,-0.068,-0.173,-0.217,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.009375,62.076,-2.637,-2.668,-0.71,-0.725,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.009375,61.218,-5.148,-4.766,-1.45,-1.222,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.009375,60.762,-6.971,-6.142,-2.353,-1.376,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.009375,60.787,-7.58,-7.019,-3.619,-1.256,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.009375,61.543,-7.429,-7.178,-4.857,-0.789,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.009375,62.256,-7.266,-7.139,-6.038,-0.4,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.009375,61.921,-7.593,-7.667,-7.319,-0.589,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.009375,60.819,-8.214,-8.623,-8.467,-1.276,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.009375,59.719,-8.793,-9.51,-8.969,-1.984,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.009375,59.693,-9.08,-9.651,-8.188,-1.958,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.009375,60.409,-9,-9.274,-6.867,-1.516,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.009375,61.615,-8.541,-8.578,-5.789,-0.853,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.009375,62.925,-7.781,-7.826,-5.509,-0.125,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.009375,64.496,-6.787,-6.874,-5.62,0.823,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.009375,66.065,-5.63,-5.834,-5.629,2.094,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0125,68.202,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0125,68.656,-2.193,-1.039,0.079,0.068,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0125,69.082,-4.362,-1.265,0.263,0.425,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0125,70.004,-5.928,-0.857,0.379,1.116,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0125,69.018,-6.116,-2.085,-1.36,0.646,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0125,68.641,-5.695,-2.828,-3.106,0.399,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0125,68.336,-5.269,-3.366,-4.794,0.083,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0125,66.056,-5.77,-5.106,-7.055,-1.24,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0125,62.903,-6.491,-7.306,-9.412,-3.192,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0125,59.983,-7.078,-9.276,-11.155,-5.089,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0125,61.741,-7.131,-8.319,-9.268,-3.885,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0125,64.438,-6.762,-6.711,-6.784,-2.204,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0125,67.358,-6.065,-4.926,-4.633,-0.523,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0125,68.794,-5.476,-4.133,-4.288,0.286,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.0125,70.161,-4.792,-3.319,-4.453,1.055,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0125,71.323,-4.037,-2.523,-4.702,1.932,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.025,71.464,-0.11,0.285,0.202,0.153,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.025,72.289,-1.808,-0.258,0.346,0.321,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.025,72.776,-3.442,-0.059,0.53,0.684,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.025,73.178,-4.465,0.295,0.358,1.084,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.025,73.006,-4.547,0.015,-0.729,1.084,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.025,72.678,-4.091,-0.499,-2.268,0.884,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.025,71.723,-3.784,-1.38,-4.128,0.25,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.025,69.286,-4.117,-3.152,-6.469,-1.247,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.025,66.061,-4.771,-5.357,-8.826,-3.243,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.025,63.862,-5.249,-6.866,-10.05,-4.617,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.025,64.508,-5.233,-6.574,-9.02,-4.179,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.025,66.884,-4.754,-5.171,-6.849,-2.711,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.025,69.762,-4.002,-3.443,-4.808,-1.02,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.025,72.405,-3.197,-1.882,-3.622,0.497,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.025,74.802,-2.366,-0.434,-3.011,1.931,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.025,76.717,-1.503,0.809,-2.566,3.407,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.0375,73.221,-0.141,0.213,0.169,0.115,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.0375,73.745,-1.425,-0.242,0.121,0.104,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.0375,73.657,-2.568,-0.222,-0.051,0.1,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.0375,73.603,-3.203,0.013,-0.44,0.238,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.0375,74.184,-3.095,0.376,-1.037,0.659,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.0375,74.686,-2.572,0.507,-1.986,0.976,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.0375,74.175,-2.242,-0.021,-3.455,0.66,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.0375,72.122,-2.557,-1.493,-5.509,-0.637,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.0375,69.443,-3.191,-3.312,-7.505,-2.295,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.0375,67.569,-3.623,-4.591,-8.532,-3.431,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.0375,67.411,-3.514,-4.781,-8.074,-3.531,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.0375,68.687,-2.951,-4.057,-6.622,-2.746,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.0375,71.101,-2.091,-2.621,-4.85,-1.301,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.0375,74.756,-1.019,-0.429,-3.044,0.818,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.0375,78.641,0.148,1.937,-1.46,3.183,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.0375,81.575,1.179,3.806,-0.306,5.289,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0.05,74.192,0,0,0,0,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0032552,0.05,74.316,-0.941,-0.408,-0.248,-0.212,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0065104,0.05,73.734,-1.739,-0.575,-0.693,-0.511,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0097656,0.05,73.051,-2.17,-0.596,-1.305,-0.707,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0195313,0.05,74.514,-1.845,0.278,-1.467,0.154,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0292969,0.05,75.815,-1.219,0.953,-1.882,0.95,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0390626,0.05,76.159,-0.713,1.023,-2.741,1.218,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.0781251,0.05,74.449,-1.141,-0.182,-4.503,0.079,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.1171875,0.05,72.282,-1.767,-1.638,-6.172,-1.263,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.15625,0.05,70.612,-2.205,-2.75,-7.14,-2.217,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.3125,0.05,70.148,-1.927,-3.115,-6.913,-2.561,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.46875,0.05,70.662,-1.281,-2.848,-5.945,-2.235,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0.625,0.05,72.244,-0.362,-1.905,-4.542,-1.206,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.25,0.05,76.744,0.892,0.813,-2.349,1.38,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
1.875,0.05,81.575,2.281,3.772,-0.166,4.319,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
2.5,0.05,85.525,3.554,6.271,1.633,7.017,64716,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM"
0,0,-0.001,0,0,0,0,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
1.6666667,0,-27.945,-0.115,-0.135,-0.115,-0.135,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
3.3333333,0,-59.309,0.033,0.038,0.033,0.038,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
5,0,-87.252,0,0,0,0,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
0,133.3333333,2.165,-0.115,-0.135,-0.115,-0.135,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
1.6666667,133.3333333,-20.35,-1.892,-2.214,-1.892,-2.214,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
3.3333333,133.3333333,-46.334,-3.66,-4.284,-3.66,-4.284,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
5,133.3333333,-68.469,-5.441,-6.369,-5.441,-6.369,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
0,266.6666667,4.161,0.033,0.038,0.033,0.038,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
1.6666667,266.6666667,-12.533,-3.66,-4.284,-3.66,-4.284,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
3.3333333,266.6666667,-30.633,-8.036,-9.407,-8.036,-9.407,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
5,266.6666667,-47.255,-11.653,-13.64,-11.653,-13.64,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
0,400,6.893,0,0,0,0,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
1.6666667,400,-5,-5.441,-6.369,-5.441,-6.369,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
3.3333333,400,-17.144,-11.653,-13.64,-11.653,-13.64,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
5,400,-28.643,-17.114,-20.033,-17.114,-20.033,62898,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM"
0,0,-0.001,0,0,0,0,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
1.6666667,0,-5.831,0.127,0.084,0.127,0.084,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
3.3333333,0,-12.751,-0.036,-0.024,-0.036,-0.024,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
5,0,-18.736,0,0,0,0,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
0,133.3333333,2.366,0.127,0.084,0.127,0.084,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
1.6666667,133.3333333,-0.252,2.086,1.376,2.086,1.376,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
3.3333333,133.3333333,-3.624,4.036,2.663,4.036,2.663,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
5,133.3333333,-6.151,6.001,3.959,6.001,3.959,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
0,266.6666667,4.527,-0.036,-0.024,-0.036,-0.024,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
1.6666667,266.6666667,5.577,4.036,2.663,4.036,2.663,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
3.3333333,266.6666667,7.156,8.864,5.847,8.864,5.847,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
5,266.6666667,8.079,12.853,8.479,12.853,8.479,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
0,400,6.893,0,0,0,0,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
1.6666667,400,11.127,6.001,3.959,6.001,3.959,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
3.3333333,400,16.276,12.853,8.479,12.853,8.479,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
5,400,20.632,18.876,12.453,18.876,12.453,62899,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM"
0,0,-0.001,0,0,0,0,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
1.6666667,0,-21.851,-0.012,-0.056,-0.012,-0.056,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
3.3333333,0,-46.631,0.003,0.016,0.003,0.016,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
5,0,-68.569,0,0,0,0,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
0,133.3333333,2.284,-0.012,-0.056,-0.012,-0.056,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
1.6666667,133.3333333,-13.825,-0.19,-0.919,-0.19,-0.919,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
3.3333333,133.3333333,-32.666,-0.367,-1.777,-0.367,-1.777,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
5,133.3333333,-48.471,-0.546,-2.642,-0.546,-2.642,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
0,266.6666667,4.242,0.003,0.016,0.003,0.016,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
1.6666667,266.6666667,-5.573,-0.367,-1.777,-0.367,-1.777,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
3.3333333,266.6666667,-15.891,-0.807,-3.903,-0.807,-3.903,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
5,266.6666667,-25.73,-1.17,-5.659,-1.17,-5.659,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
0,400,6.893,0,0,0,0,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
1.6666667,400,2.402,-0.546,-2.642,-0.546,-2.642,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
3.3333333,400,-1.595,-1.17,-5.659,-1.17,-5.659,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
5,400,-5.754,-1.718,-8.311,-1.718,-8.311,62900,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM"
